Start,End,Minutos,Rental place,Return place
27/03/2024 13:06,27/03/2024 13:36,"30,32",C.C. El Muelle,San Telmo
27/03/2024 13:09,27/03/2024 13:54,"45,98",Intermodal El Rincon,Gabinete Literario
27/03/2024 13:09,27/03/2024 13:54,"45,45",Intermodal El Rincon,Gabinete Literario
27/03/2024 13:10,27/03/2024 13:19,"8,47",Plaza OShanahan,San Telmo
27/03/2024 13:10,27/03/2024 13:27,"17,17",Parque Santa Catalina,Teatro Perez Galdos
27/03/2024 13:11,27/03/2024 13:35,"24,60",Piscina Julio Navarro,Plazoleta de Farray
27/03/2024 13:11,27/03/2024 13:35,"24,63",Piscina Julio Navarro,Plazoleta de Farray
27/03/2024 13:11,27/03/2024 13:37,"25,87",San Telmo,C.C. El Muelle
27/03/2024 13:12,27/03/2024 13:19,"7,42",Paseo de Chil - Av. Escaleritas,Base Naval
27/03/2024 13:12,27/03/2024 13:38,"25,63",San Telmo,C.C. El Muelle
27/03/2024 13:13,27/03/2024 13:17,"3,80",El Sebadal (elec.),Plaza Manuel Becerra (elect.)
27/03/2024 13:15,27/03/2024 13:22,"7,12",Plaza OShanahan,Plaza OShanahan
27/03/2024 13:16,27/03/2024 13:23,"7,22",San Bernardo,Plaza de la feria 
27/03/2024 13:16,27/03/2024 13:34,"17,90",Plaza de España (elect.),Oficina Sitycleta (elect.)
27/03/2024 13:17,27/03/2024 13:22,"5,15",Plazoleta de Farray,C.C. El Muelle
27/03/2024 13:20,27/03/2024 13:39,"18,87",Base Naval,Plaza del Pilar
27/03/2024 13:21,27/03/2024 13:24,"3,03",Plazoleta de Farray,Churruca
27/03/2024 13:22,27/03/2024 13:32,"10,57",Ayuntamiento,San Telmo
27/03/2024 13:22,27/03/2024 13:31,"9,27",Plaza Manuel Becerra,Parque Santa Catalina
27/03/2024 13:24,27/03/2024 13:50,"26,43",Ciudad de la Justicia,Parque Santa Catalina
27/03/2024 13:25,27/03/2024 13:33,"8,20",Piscina Julio Navarro,Base Naval
27/03/2024 13:26,27/03/2024 13:32,"6,25",Plaza de España,Las Canteras - Luis Morote
27/03/2024 13:30,27/03/2024 13:38,"7,43",Churruca,Parque Santa Catalina
27/03/2024 13:35,27/03/2024 13:42,"6,63",Leon y Castillo,Oficina de la Sitycleta
27/03/2024 13:35,27/03/2024 13:42,"6,85",Leon y Castillo,Oficina de la Sitycleta
27/03/2024 13:37,27/03/2024 13:40,"2,97",Plaza de España,Plaza de España
27/03/2024 13:41,27/03/2024 13:53,"11,12",Plaza de España (elect.),Plaza de España (elect.)
27/03/2024 13:42,27/03/2024 13:55,"13,05",Oficina Sitycleta (elect.),Plaza de España (elect.)
27/03/2024 13:43,27/03/2024 13:55,"12,20",Oficina Sitycleta (elect.),Plaza de España (elect.)
27/03/2024 13:43,27/03/2024 13:51,"7,83",Piscina Julio Navarro,Base Naval
27/03/2024 13:44,27/03/2024 13:50,"5,35",Churruca,Plaza de España
27/03/2024 13:49,27/03/2024 14:04,"14,62",San Bernardo,Paseo de Chil - Av. Escaleritas
27/03/2024 13:50,27/03/2024 13:59,"8,73",Plaza de la feria ,Obelisco
27/03/2024 13:52,27/03/2024 14:19,"27,20",Teatro Perez Galdos,C.C. El Muelle
27/03/2024 13:53,27/03/2024 14:03,"10,32",Plazoleta de Farray,Muelle Deportivo
27/03/2024 13:54,27/03/2024 14:02,"7,85",Parque Santa Catalina,Torre Las Palmas
27/03/2024 13:55,27/03/2024 14:04,"8,68",Teatro Perez Galdos,Leon y Castillo
27/03/2024 13:55,27/03/2024 14:12,"16,33",San Telmo,Mercado Central
27/03/2024 13:55,27/03/2024 14:01,"5,53",Las Canteras - Luis Morote,Churruca
27/03/2024 13:56,27/03/2024 14:02,"5,92",Plaza de España,Las Canteras - Luis Morote
27/03/2024 13:56,27/03/2024 14:09,"13,08",Oficina de la Sitycleta,Plaza de España
27/03/2024 13:56,27/03/2024 14:02,"5,55",Plaza de España,Las Canteras - Luis Morote
27/03/2024 14:00,27/03/2024 15:12,"71,38",Ayuntamiento,Ayuntamiento
27/03/2024 14:00,27/03/2024 14:06,"5,05",San Bernardo,Obelisco
27/03/2024 14:01,27/03/2024 14:10,"9,23",Base Naval,Plazoleta de Farray
27/03/2024 14:05,27/03/2024 14:08,"3,53",Obelisco,Obelisco
27/03/2024 14:06,27/03/2024 14:13,"6,47",Plaza OShanahan,Plaza de la feria 
27/03/2024 14:07,27/03/2024 14:17,"9,52",Plaza OShanahan,Mercado Central
27/03/2024 14:08,27/03/2024 14:14,"5,88",San Telmo,Leon y Castillo
27/03/2024 14:09,27/03/2024 14:16,"7,27",Base Naval,Churruca
27/03/2024 14:09,27/03/2024 14:26,"16,50",Obelisco,Plazoleta de Farray
27/03/2024 14:10,27/03/2024 14:17,"6,92",Plaza de España,Las Canteras - Luis Morote
27/03/2024 14:11,27/03/2024 14:32,"20,77",Plaza de la feria ,Torre Woermann
27/03/2024 14:12,27/03/2024 14:20,"8,52",Leon y Castillo,San Telmo
27/03/2024 14:13,27/03/2024 14:32,"18,75",Las Canteras - Luis Morote,Plaza del Pilar
27/03/2024 14:15,27/03/2024 14:35,"20,30",Plaza OShanahan,Parque Santa Catalina
27/03/2024 14:19,27/03/2024 14:38,"18,90",San Telmo,Base Naval
27/03/2024 14:19,27/03/2024 14:32,"12,78",Base Naval,Plaza del Pilar
27/03/2024 14:21,27/03/2024 14:24,"3,02",Ciudad Deportiva,Hoya de la Plata
27/03/2024 14:21,27/03/2024 14:26,"4,97",Churruca,Plazoleta de Farray
27/03/2024 14:22,27/03/2024 14:29,"6,93",Plazoleta de Farray,C.C. El Muelle
27/03/2024 14:24,27/03/2024 14:42,"18,07",Base Naval,San Telmo
27/03/2024 14:25,27/03/2024 14:31,"5,95",Mercado Central,Churruca
27/03/2024 14:30,27/03/2024 14:32,"1,40",Plaza de la feria ,Plaza de la feria 
27/03/2024 14:32,27/03/2024 14:38,"6,10",Mercado Central,Piscina Julio Navarro
27/03/2024 14:32,27/03/2024 14:36,"3,33",Plaza de la feria ,Plaza OShanahan
27/03/2024 14:33,27/03/2024 14:37,"3,72",Plazoleta de Farray,Churruca
27/03/2024 14:34,27/03/2024 14:42,"7,88",Las Canteras - Luis Morote,Mercado Central
27/03/2024 14:34,27/03/2024 14:49,"14,62",Torre Woermann,Oficina Sagulpa
27/03/2024 14:34,27/03/2024 14:42,"7,18",San Telmo,Leon y Castillo
27/03/2024 14:35,27/03/2024 14:49,"13,63",Plaza de España,Oficina de la Sitycleta
27/03/2024 14:35,27/03/2024 14:42,"7,27",Obelisco,Obelisco
27/03/2024 14:37,27/03/2024 14:47,"10,28",Base Naval,Oficina Sagulpa
27/03/2024 14:40,27/03/2024 14:52,"12,58",Castillo de la Luz,Churruca
27/03/2024 14:40,27/03/2024 14:57,"16,35",Leon y Castillo,Parque Santa Catalina
27/03/2024 14:41,27/03/2024 15:08,"27,22",Plaza de la feria ,Hoya de la Plata
27/03/2024 14:42,27/03/2024 14:49,"6,72",Plaza del Pilar,Plaza de España
27/03/2024 14:48,27/03/2024 15:03,"14,82",Plaza del Pilar,C.C. El Muelle
27/03/2024 14:49,27/03/2024 14:53,"3,90",Hoya de la Plata,Ciudad Deportiva
27/03/2024 14:49,27/03/2024 14:56,"6,17",Plaza OShanahan,San Telmo
27/03/2024 14:50,27/03/2024 14:55,"4,63",Plaza del Pilar,Plazoleta de Farray
27/03/2024 14:52,27/03/2024 14:58,"5,32",Mercado Central,Torre Las Palmas
27/03/2024 14:52,27/03/2024 15:07,"14,57",Churruca,Ayuntamiento
27/03/2024 14:53,27/03/2024 15:03,"10,62",Parque del Estadio Insular,Torre Woermann
27/03/2024 14:55,27/03/2024 14:59,"4,38",Mercado Central,Las Canteras - Luis Morote
27/03/2024 14:55,27/03/2024 15:07,"11,88",Parque Santa Catalina,Plaza OShanahan
27/03/2024 14:56,27/03/2024 15:07,"10,30",Oficina Sagulpa,Parque del Estadio Insular
27/03/2024 14:58,27/03/2024 15:48,"50,62",Las Canteras - Luis Morote,Churruca
27/03/2024 14:59,27/03/2024 15:16,"17,13",Leon y Castillo,Gabinete Literario
27/03/2024 15:00,27/03/2024 16:21,"81,17",Plaza de España (elect.),Plaza del Pilar
27/03/2024 15:01,27/03/2024 15:10,"9,52",Las Canteras - Luis Morote,Plaza del Pilar
27/03/2024 15:01,27/03/2024 15:10,"9,53",Las Canteras - Luis Morote,Plaza del Pilar
27/03/2024 15:03,27/03/2024 15:17,"14,65",Plaza Manuel Becerra,Base Naval
27/03/2024 15:03,27/03/2024 15:09,"6,27",Plaza de España,Plaza del Pilar
27/03/2024 15:03,27/03/2024 15:15,"11,98",Plaza de España (elect.),Castillo de Mata (elect.)
27/03/2024 15:05,27/03/2024 15:12,"7,35",Torre Woermann,Base Naval
27/03/2024 15:06,27/03/2024 15:10,"3,32",Cabildo de Gran Canaria,Obelisco
27/03/2024 15:07,27/03/2024 15:18,"10,75",Parque Santa Catalina,Churruca
27/03/2024 15:08,27/03/2024 15:31,"22,73",Plaza del Pilar,Plaza del Pilar
27/03/2024 15:10,27/03/2024 15:17,"7,43",Plazoleta de Farray,Plaza del Pilar
27/03/2024 15:11,27/03/2024 15:17,"5,55",Plazoleta de Farray,Las Canteras - Luis Morote
27/03/2024 15:14,27/03/2024 15:25,"10,45",Parque del Estadio Insular,Plazoleta de Farray
27/03/2024 15:14,27/03/2024 15:26,"11,90",Plaza de la feria ,Paseo de Chil - Av. Escaleritas
27/03/2024 15:15,27/03/2024 15:40,"24,80",San Cristobal,C.C. El Muelle
27/03/2024 15:15,27/03/2024 15:20,"5,03",Plaza del Pilar,Plazoleta de Farray
27/03/2024 15:19,27/03/2024 15:27,"7,88",Ciudad de la Justicia,Ciudad de la Justicia
27/03/2024 15:19,27/03/2024 15:26,"7,27",Base Naval,Torre Woermann
27/03/2024 15:19,27/03/2024 15:33,"14,25",San Telmo,Plaza OShanahan
27/03/2024 15:20,27/03/2024 15:28,"8,02",Obelisco,Muelle Deportivo
27/03/2024 15:21,27/03/2024 15:24,"3,62",Plaza OShanahan,Plaza de la feria 
27/03/2024 15:21,27/03/2024 15:34,"12,97",Plaza de la feria ,Base Naval
27/03/2024 15:21,27/03/2024 15:33,"11,72",Churruca,C.C. El Muelle
27/03/2024 15:21,27/03/2024 15:42,"21,35",C.C. El Muelle,San Telmo
27/03/2024 15:22,27/03/2024 15:29,"6,97",Churruca,Base Naval
27/03/2024 15:24,27/03/2024 15:30,"5,47",Plaza OShanahan,San Telmo
27/03/2024 15:25,27/03/2024 15:31,"6,37",Plaza del Pilar,Plaza de España
27/03/2024 15:25,27/03/2024 15:30,"5,33",Villa de Zarauz,Hoya de la Plata
27/03/2024 15:25,27/03/2024 15:33,"7,97",San Bernardo,Plaza San Agustin
27/03/2024 15:28,27/03/2024 15:33,"4,98",Plaza del Pilar,Plaza de America
27/03/2024 15:28,27/03/2024 15:32,"3,93",Plazoleta de Farray,Las Canteras - Luis Morote
27/03/2024 15:28,27/03/2024 15:40,"11,87",Ciudad de la Justicia,Teatro Perez Galdos
27/03/2024 15:29,27/03/2024 15:41,"11,68",Churruca,Base Naval
27/03/2024 15:29,27/03/2024 15:37,"7,27",C.C. El Muelle,Plaza de España
27/03/2024 15:30,27/03/2024 15:45,"15,23",Plaza OShanahan,San Bernardo
27/03/2024 15:30,27/03/2024 15:44,"14,15",C.C. El Muelle,Oficina de la Sitycleta
27/03/2024 15:30,27/03/2024 15:44,"14,30",Oficina de la Sitycleta,Torre Woermann
27/03/2024 15:32,27/03/2024 15:42,"10,42",Plaza de España,Aparcamiento Sanapu
27/03/2024 15:33,27/03/2024 15:52,"18,72",Plaza San Agustin,Cabildo de Gran Canaria
27/03/2024 15:33,27/03/2024 15:52,"18,93",Plaza OShanahan,Castillo de la Luz
27/03/2024 15:33,27/03/2024 16:10,"36,28",Paseo de Chil - Av. Escaleritas,Las Canteras - Luis Morote
27/03/2024 15:34,27/03/2024 15:43,"8,98",Muelle Deportivo,Base Naval
27/03/2024 15:35,27/03/2024 15:40,"5,47",Plazoleta de Farray,C.C. El Muelle
27/03/2024 15:36,27/03/2024 16:02,"26,35",Mercado Central,Hoya de la Plata
27/03/2024 15:40,27/03/2024 15:49,"8,33",Plaza de la feria ,Oficina Sagulpa
27/03/2024 15:42,27/03/2024 15:52,"10,68",Oficina Sitycleta (elect.),Castillo de Mata (elect.)
27/03/2024 15:43,27/03/2024 15:51,"8,08",Parque Santa Catalina,Base Naval
27/03/2024 15:46,27/03/2024 15:54,"7,57",Base Naval,Plaza OShanahan
27/03/2024 15:47,27/03/2024 15:57,"10,35",San Telmo,Plaza OShanahan
27/03/2024 15:47,27/03/2024 16:12,"24,97",San Cristobal,Base Naval
27/03/2024 15:48,27/03/2024 15:57,"9,35",Oficina Sitycleta (elect.),Plaza de España (elect.)
27/03/2024 15:48,27/03/2024 16:19,"30,75",San Telmo,Plaza del Pilar
27/03/2024 15:48,27/03/2024 15:55,"6,50",Churruca,Plaza de España
27/03/2024 15:49,27/03/2024 15:53,"4,10",Plaza del Pilar,IES Mesa y Lopez
27/03/2024 15:49,27/03/2024 15:57,"7,98",Ayuntamiento,Leon y Castillo
27/03/2024 15:49,27/03/2024 16:01,"12,10",C.C. El Muelle,Churruca
27/03/2024 15:49,27/03/2024 15:57,"7,05",Paseo de Chil - Av. Escaleritas,Plaza OShanahan
27/03/2024 15:52,27/03/2024 16:09,"16,73",Leon y Castillo,Churruca
27/03/2024 15:53,27/03/2024 16:02,"9,03",Plaza de la feria ,Teatro Perez Galdos
27/03/2024 15:53,27/03/2024 16:02,"9,48",C.C. El Muelle,Ayuntamiento
27/03/2024 15:53,27/03/2024 18:55,"181,20",Plaza OShanahan,Torre Las Palmas
27/03/2024 15:54,27/03/2024 15:59,"4,65",Churruca,Plazoleta de Farray
27/03/2024 15:55,27/03/2024 16:05,"9,73",Plaza de España (elect.),Castillo de Mata (elect.)
27/03/2024 15:58,27/03/2024 16:58,"60,05",Plaza OShanahan,Las Canteras - Luis Morote
27/03/2024 15:58,27/03/2024 16:08,"9,98",Las Canteras - Luis Morote,Base Naval
27/03/2024 15:59,27/03/2024 16:09,"9,90",Las Canteras - Luis Morote,Base Naval
27/03/2024 16:00,27/03/2024 16:03,"3,00",Plazoleta de Farray,Churruca
27/03/2024 16:03,27/03/2024 16:57,"54,73",Plaza OShanahan,Las Canteras - Luis Morote
27/03/2024 16:03,27/03/2024 16:07,"3,52",Hoya de la Plata,Ciudad Deportiva
27/03/2024 16:05,27/03/2024 16:16,"11,45",Plaza OShanahan,Plaza de España
27/03/2024 16:05,27/03/2024 16:51,"45,10",Gabinete Literario,general Bravo
27/03/2024 16:06,27/03/2024 16:15,"9,37",Base Naval,Castillo de la Luz
27/03/2024 16:06,27/03/2024 16:16,"9,87",Las Canteras - Luis Morote,Plaza de España
27/03/2024 16:06,27/03/2024 16:41,"35,28",Gabinete Literario,Gabinete Literario
27/03/2024 16:07,27/03/2024 16:35,"28,13",Ciudad Deportiva,Mercado Central
27/03/2024 16:07,27/03/2024 16:17,"9,68",Las Canteras - Luis Morote,Torre Las Palmas
27/03/2024 16:08,27/03/2024 16:22,"14,42",Leon y Castillo,Torre Woermann
27/03/2024 16:09,27/03/2024 16:12,"3,25",El Sebadal (elec.),Plaza Manuel Becerra (elect.)
27/03/2024 16:09,27/03/2024 16:13,"3,67",Cabildo de Gran Canaria,San Telmo
27/03/2024 16:10,27/03/2024 16:16,"6,03",Castillo de la Luz,Parque Santa Catalina
27/03/2024 16:11,27/03/2024 16:15,"3,72",Mercado Central,Plazoleta de Farray
27/03/2024 16:13,27/03/2024 16:16,"3,28",Plaza Manuel Becerra,Castillo de la Luz
27/03/2024 16:13,27/03/2024 16:38,"24,92",Cabildo de Gran Canaria,Base Naval
27/03/2024 16:16,27/03/2024 16:32,"16,03",Plaza de España (elect.),Oficina Sitycleta (elect.)
27/03/2024 16:16,27/03/2024 16:27,"10,57",Castillo de Mata (elect.),Plaza de España (elect.)
27/03/2024 16:17,27/03/2024 16:28,"11,32",Castillo de Mata (elect.),Plaza de España (elect.)
27/03/2024 16:17,27/03/2024 16:22,"4,62",Plaza de la feria ,San Telmo
27/03/2024 16:21,27/03/2024 16:39,"17,62",Plaza San Agustin,Oficina de la Sitycleta
27/03/2024 16:21,27/03/2024 16:30,"8,75",Torre Las Palmas,Torre Woermann
27/03/2024 16:22,27/03/2024 16:39,"17,52",Plaza San Agustin,Oficina de la Sitycleta
27/03/2024 16:22,27/03/2024 16:41,"18,63",Torre Las Palmas,Castillo de la Luz
27/03/2024 16:24,27/03/2024 16:40,"16,43",Torre Las Palmas,Castillo de la Luz
27/03/2024 16:25,27/03/2024 16:40,"15,22",Plaza OShanahan,C.C. El Muelle
27/03/2024 16:25,27/03/2024 18:51,"145,85",Oficina de la Sitycleta,Torre Woermann
27/03/2024 16:26,27/03/2024 16:29,"3,73",Plaza del Pilar,Intermodal El Rincon
27/03/2024 16:28,27/03/2024 16:41,"12,35",Plaza de España,Las Canteras - Luis Morote
27/03/2024 16:29,27/03/2024 16:41,"12,68",Plaza de España,Las Canteras - Luis Morote
27/03/2024 16:29,27/03/2024 16:37,"7,82",Plaza OShanahan,Oficina de la Sitycleta
27/03/2024 16:29,27/03/2024 16:37,"7,82",Aparcamiento Sanapu,Plazoleta de Farray
27/03/2024 16:30,27/03/2024 17:09,"38,78",Plaza OShanahan,Plaza de España
27/03/2024 16:31,27/03/2024 16:51,"20,13",Castillo de la Luz,Plaza de la feria 
27/03/2024 16:33,27/03/2024 16:38,"5,33",Oficina Sagulpa,Leon y Castillo
27/03/2024 16:36,27/03/2024 16:52,"16,48",Plaza OShanahan,Plaza de España
27/03/2024 16:38,27/03/2024 16:45,"6,60",C.C. La Minilla,Plaza de España
27/03/2024 16:40,27/03/2024 16:51,"10,88",Oficina Sagulpa,C.C. El Muelle
27/03/2024 16:40,27/03/2024 16:51,"10,98",Oficina de la Sitycleta,C.C. El Muelle
27/03/2024 16:42,27/03/2024 16:51,"8,92",Parque del Estadio Insular,Las Canteras - Luis Morote
27/03/2024 16:42,27/03/2024 16:52,"9,95",Castillo de la Luz,Base Naval
27/03/2024 16:43,27/03/2024 16:51,"7,55",Parque del Estadio Insular,Las Canteras - Luis Morote
27/03/2024 16:43,27/03/2024 17:03,"19,80",Oficina Sagulpa,Las Canteras - Luis Morote
27/03/2024 16:46,27/03/2024 16:55,"9,02",Barranquillo Don Zoilo,Plaza de España
27/03/2024 16:46,27/03/2024 17:06,"19,82",Oficina de la Sitycleta,Plaza del Pilar
27/03/2024 16:48,27/03/2024 17:10,"21,80",Oficina de la Sitycleta,Plaza de España
27/03/2024 16:48,27/03/2024 17:03,"14,60",Canodromo,San Bernardo
27/03/2024 16:50,27/03/2024 17:06,"16,07",Leon y Castillo,Las Canteras - Luis Morote
27/03/2024 16:50,27/03/2024 16:55,"4,98",Churruca,Plazoleta de Farray
27/03/2024 16:54,27/03/2024 16:58,"4,45",Plaza de la feria ,San Telmo
27/03/2024 16:55,27/03/2024 17:03,"8,28",Plaza San Agustin,San Telmo
27/03/2024 16:57,27/03/2024 17:25,"28,18",Parque Santa Catalina,San Telmo
27/03/2024 16:58,27/03/2024 17:12,"13,40",Oficina Sitycleta (elect.),Plaza de España (elect.)
27/03/2024 17:00,27/03/2024 17:19,"19,27",Torre Las Palmas,San Telmo
27/03/2024 17:01,27/03/2024 17:32,"30,93",Intermodal El Rincon,Torre Woermann
27/03/2024 17:03,27/03/2024 17:17,"13,85",Teatro Perez Galdos,Teatro Perez Galdos
27/03/2024 17:03,27/03/2024 17:13,"9,87",C.C. El Muelle,Parque del Estadio Insular
27/03/2024 17:05,27/03/2024 17:09,"3,78",C.C. El Muelle,Las Canteras - Luis Morote
27/03/2024 17:06,27/03/2024 17:12,"6,27",Gabinete Literario,Gabinete Literario
27/03/2024 17:08,27/03/2024 17:12,"3,87",Base Naval,Torre Las Palmas
27/03/2024 17:10,27/03/2024 17:19,"9,20",Plaza de America,Paseo de Chil - Av. Escaleritas
27/03/2024 17:11,27/03/2024 17:41,"29,52",Mercado Central,Mercado Central
27/03/2024 17:13,27/03/2024 17:26,"12,58",Ayuntamiento,Plazoleta de Farray
27/03/2024 17:15,27/03/2024 17:19,"4,65",Paseo de Chil - Av. Escaleritas,Plaza de España
27/03/2024 17:15,27/03/2024 17:26,"10,97",Plaza de la feria ,Teatro Perez Galdos
27/03/2024 17:16,27/03/2024 17:23,"7,12",Torre Woermann,Parque Santa Catalina
27/03/2024 17:17,27/03/2024 17:45,"27,87",San Telmo,Parque Santa Catalina
27/03/2024 17:22,27/03/2024 17:31,"9,22",Churruca,Parque Santa Catalina
27/03/2024 17:25,27/03/2024 17:30,"4,82",San Bernardo,Gabinete Literario
27/03/2024 17:27,27/03/2024 17:32,"5,65",Castillo de la Luz,C.C. El Muelle
27/03/2024 17:27,27/03/2024 17:34,"7,38",Plazoleta de Farray,Plaza del Pilar
27/03/2024 17:28,27/03/2024 17:39,"11,43",Castillo de Mata (elect.),Plaza de España (elect.)
27/03/2024 17:29,27/03/2024 17:35,"6,32",Base Naval,Torre Woermann
27/03/2024 17:31,27/03/2024 18:11,"39,75",San Telmo,Churruca
27/03/2024 17:31,27/03/2024 18:11,"39,78",San Telmo,Churruca
27/03/2024 17:32,27/03/2024 17:52,"20,02",San Telmo,Base Naval
27/03/2024 17:32,27/03/2024 17:37,"4,98",Plaza OShanahan,Plaza de la feria 
27/03/2024 17:32,27/03/2024 17:37,"4,90",Plaza OShanahan,Plaza de la feria 
27/03/2024 17:32,27/03/2024 17:43,"10,25",Oficina de la Sitycleta,Base Naval
27/03/2024 17:32,27/03/2024 17:41,"8,22",Base Naval,Churruca
27/03/2024 17:33,27/03/2024 17:40,"7,47",Churruca,Plazoleta de Farray
27/03/2024 17:34,27/03/2024 17:41,"7,38",Plaza del Pilar,Las Canteras - Luis Morote
27/03/2024 17:35,27/03/2024 17:57,"21,58",Parque Santa Catalina,Teatro Perez Galdos
27/03/2024 17:37,27/03/2024 17:57,"19,90",Parque Santa Catalina,Teatro Perez Galdos
27/03/2024 17:38,27/03/2024 17:45,"6,87",San Telmo,Plaza OShanahan
27/03/2024 17:39,27/03/2024 17:53,"14,82",Plaza OShanahan,Plaza OShanahan
27/03/2024 17:42,27/03/2024 17:57,"15,72",San Telmo,Paseo de Chil - Av. Escaleritas
27/03/2024 17:43,27/03/2024 17:44,"0,93",Mercado Central,Mercado Central
27/03/2024 17:44,27/03/2024 17:54,"10,17",Churruca,C.C. El Muelle
27/03/2024 17:44,27/03/2024 17:47,"3,47",Mercado Central,Parque del Estadio Insular
27/03/2024 17:46,27/03/2024 17:53,"7,08",Plaza de España,Paseo de Chil - Av. Escaleritas
27/03/2024 17:49,27/03/2024 18:44,"55,88",C.C. El Muelle,C.C. El Muelle
27/03/2024 17:49,27/03/2024 18:44,"55,88",C.C. El Muelle,C.C. El Muelle
27/03/2024 17:49,27/03/2024 17:53,"3,80",Plaza OShanahan,Plaza de la feria 
27/03/2024 17:51,27/03/2024 17:58,"7,53",Las Canteras - Luis Morote,Plaza del Pilar
27/03/2024 17:51,27/03/2024 17:55,"3,83",Torre Woermann,Las Canteras - Luis Morote
27/03/2024 17:53,27/03/2024 18:19,"26,02",San Telmo,Plaza de España (elect.)
27/03/2024 17:53,27/03/2024 18:43,"49,52",San Telmo,Plaza de España
27/03/2024 17:54,27/03/2024 18:42,"48,13",San Telmo,Plaza de España
27/03/2024 17:56,27/03/2024 18:07,"10,82",Torre Woermann,Plaza del Pilar
27/03/2024 17:58,27/03/2024 18:55,"56,80",Plaza de la feria ,Torre Las Palmas
27/03/2024 18:00,27/03/2024 18:18,"17,47",Plaza de España,Cabildo de Gran Canaria
27/03/2024 18:00,27/03/2024 18:09,"8,60",San Bernardo,Leon y Castillo
27/03/2024 18:02,27/03/2024 18:15,"12,48",Ayuntamiento,Las Canteras - Luis Morote
27/03/2024 18:02,27/03/2024 18:15,"12,35",Ayuntamiento,Las Canteras - Luis Morote
27/03/2024 18:09,27/03/2024 18:13,"4,42",Paseo de Chil - Av. Escaleritas,Plaza de España
27/03/2024 18:09,27/03/2024 18:20,"10,15",San Telmo,Leon y Castillo
27/03/2024 18:10,27/03/2024 18:28,"18,15",Plaza de España,Plaza de la feria 
27/03/2024 18:11,27/03/2024 18:31,"20,15",Obelisco,Obelisco
27/03/2024 18:12,27/03/2024 18:17,"5,37",Parque Santa Catalina,Base Naval
27/03/2024 18:13,27/03/2024 18:35,"22,00",Castillo de la Luz,Torre Las Palmas
27/03/2024 18:13,27/03/2024 18:35,"21,55",Castillo de la Luz,Torre Las Palmas
27/03/2024 18:14,27/03/2024 18:45,"30,50",Plaza de America,Plaza del Pilar
27/03/2024 18:18,27/03/2024 19:10,"52,10",Obelisco,Obelisco
27/03/2024 18:18,27/03/2024 19:11,"52,50",Obelisco,Obelisco
27/03/2024 18:18,27/03/2024 18:25,"6,93",Base Naval,Las Canteras - Luis Morote
27/03/2024 18:19,27/03/2024 18:31,"11,72",Barranquillo Don Zoilo,Parque Santa Catalina
27/03/2024 18:19,27/03/2024 18:24,"5,15",Plaza de España (elect.),Churruca
27/03/2024 18:20,27/03/2024 18:30,"9,88",IES Mesa y Lopez,Parque Santa Catalina
27/03/2024 18:20,27/03/2024 18:46,"25,65",Las Canteras - Luis Morote,Teatro Perez Galdos
27/03/2024 18:23,27/03/2024 18:36,"13,28",Parque Santa Catalina,Oficina de la Sitycleta
27/03/2024 18:26,27/03/2024 18:32,"6,30",Leon y Castillo,San Telmo
27/03/2024 18:27,27/03/2024 18:33,"6,10",Base Naval,Plaza de España
27/03/2024 18:27,27/03/2024 18:42,"14,62",Obelisco,San Telmo
27/03/2024 18:28,27/03/2024 18:32,"4,32",Muelle Deportivo,Muelle Deportivo
27/03/2024 18:30,27/03/2024 18:33,"3,40",Plaza del Pilar,Churruca
27/03/2024 18:31,27/03/2024 18:40,"9,48",Churruca,Parque Santa Catalina
27/03/2024 18:33,27/03/2024 18:48,"15,12",Torre Las Palmas,Plaza del Pilar
27/03/2024 18:33,27/03/2024 18:45,"11,67",Muelle Deportivo,Plazoleta de Farray
27/03/2024 18:39,27/03/2024 18:43,"4,25",Parque del Estadio Insular,Mercado Central
27/03/2024 18:40,27/03/2024 18:50,"10,52",Parque del Estadio Insular,C.C. El Muelle
27/03/2024 18:40,27/03/2024 18:56,"16,47",Las Canteras - Luis Morote,Leon y Castillo
27/03/2024 18:43,27/03/2024 19:07,"23,95",Parque Santa Catalina,Teatro Perez Galdos
27/03/2024 18:43,27/03/2024 19:07,"23,93",Parque Santa Catalina,Teatro Perez Galdos
27/03/2024 18:44,27/03/2024 19:00,"15,50",Base Naval,Parque Santa Catalina
27/03/2024 18:44,27/03/2024 18:59,"14,47",Base Naval,Parque Santa Catalina
27/03/2024 18:47,27/03/2024 19:07,"20,00",San Telmo,Parque Santa Catalina
27/03/2024 18:48,27/03/2024 18:53,"5,12",C.C. El Muelle,Castillo de la Luz
27/03/2024 18:48,27/03/2024 18:57,"9,10",Las Canteras - Luis Morote,Churruca
27/03/2024 18:49,27/03/2024 18:55,"5,85",Cabildo de Gran Canaria,Teatro Perez Galdos
27/03/2024 18:50,27/03/2024 19:08,"18,10",Plaza OShanahan,Plaza de España
27/03/2024 18:51,27/03/2024 19:08,"17,30",Plaza OShanahan,Plaza de España
27/03/2024 18:54,27/03/2024 19:06,"11,50",Las Canteras - Luis Morote,Paseo de Chil - Av. Escaleritas
27/03/2024 18:55,27/03/2024 19:03,"8,08",Base Naval,Oficina Sagulpa
27/03/2024 18:55,27/03/2024 19:05,"10,28",Base Naval,Oficina de la Sitycleta
