Start,End,Minutos,Rental place,Return place
07/03/2024 12:44,07/03/2024 12:54,"10,07",Barranquillo Don Zoilo,Cabildo de Gran Canaria
07/03/2024 12:45,07/03/2024 13:03,"18,37",Plazoleta de Farray,Plazoleta de Farray
07/03/2024 12:50,07/03/2024 13:07,"17,47",Leon y Castillo,Torre Las Palmas
07/03/2024 12:50,07/03/2024 13:07,"16,48",Leon y Castillo,Torre Las Palmas
07/03/2024 12:51,07/03/2024 12:58,"7,58",IES Mesa y Lopez,Base Naval
07/03/2024 12:52,07/03/2024 13:27,"35,05",Las Canteras - Luis Morote,Las Canteras - Luis Morote
07/03/2024 12:52,07/03/2024 12:59,"6,75",Leon y Castillo,Obelisco
07/03/2024 12:53,07/03/2024 13:13,"19,32",Plaza de America,Plaza de America
07/03/2024 12:53,07/03/2024 12:59,"5,83",Parque Santa Catalina,Castillo de la Luz
07/03/2024 12:54,07/03/2024 13:07,"13,33",Castillo de Mata (elect.),Plaza de España (elect.)
07/03/2024 12:55,07/03/2024 13:02,"6,95",Plaza OShanahan,San Telmo
07/03/2024 12:58,07/03/2024 13:24,"25,70",Torre Las Palmas,IES Mesa y Lopez
07/03/2024 12:58,07/03/2024 13:02,"4,07",San Telmo,Plaza de la feria 
07/03/2024 12:58,07/03/2024 13:02,"3,73",San Telmo,Plaza de la feria 
07/03/2024 12:59,07/03/2024 14:42,"103,03",Teatro Perez Galdos,Plaza OShanahan
07/03/2024 12:59,07/03/2024 13:05,"5,70",Plaza del Pilar,Plazoleta de Farray
07/03/2024 12:59,07/03/2024 13:16,"16,70",Base Naval,San Telmo
07/03/2024 13:01,07/03/2024 13:06,"5,48",Plazoleta de Farray,C.C. El Muelle
07/03/2024 13:03,07/03/2024 13:17,"14,77",C.C. El Muelle,Obelisco
07/03/2024 13:06,07/03/2024 13:31,"25,73",San Cristobal,C.C. El Muelle
07/03/2024 13:06,07/03/2024 13:15,"8,50",Plaza de España (elect.),Castillo de la Luz
07/03/2024 13:07,07/03/2024 13:15,"8,78",Torre Woermann,Plaza Manuel Becerra
07/03/2024 13:07,07/03/2024 13:33,"25,65",San Telmo,Torre Las Palmas
07/03/2024 13:09,07/03/2024 13:19,"9,27",Cabildo de Gran Canaria,Plaza OShanahan
07/03/2024 13:09,07/03/2024 13:13,"3,38",Leon y Castillo,Plaza OShanahan
07/03/2024 13:12,07/03/2024 13:22,"10,63",Ayuntamiento,San Telmo
07/03/2024 13:12,07/03/2024 13:19,"7,30",Torre Las Palmas,Plaza de España
07/03/2024 13:12,07/03/2024 13:23,"10,50",Oficina de la Sitycleta,Teatro Perez Galdos
07/03/2024 13:14,07/03/2024 13:30,"16,50",Plaza OShanahan,Plaza del Pilar
07/03/2024 13:18,07/03/2024 13:24,"6,45",San Telmo,Plaza OShanahan
07/03/2024 13:18,07/03/2024 13:41,"23,30",San Telmo,Base Naval
07/03/2024 13:18,07/03/2024 13:30,"11,17",Base Naval,Las Canteras - Luis Morote
07/03/2024 13:21,07/03/2024 13:30,"9,58",Ciudad de la Justicia,Teatro Perez Galdos
07/03/2024 13:24,07/03/2024 13:28,"3,77",Vega de San Jose,Villa de Zarauz
07/03/2024 13:25,07/03/2024 13:44,"19,57",Parque del Estadio Insular,C.C. El Muelle
07/03/2024 13:29,07/03/2024 13:36,"7,15",Plaza de la feria ,Oficina de la Sitycleta
07/03/2024 13:30,07/03/2024 13:45,"15,02",Churruca,Castillo de la Luz
07/03/2024 13:30,07/03/2024 13:39,"9,25",Mercado Central,Torre Woermann
07/03/2024 13:30,07/03/2024 13:40,"9,67",Base Naval,Oficina Sagulpa
07/03/2024 13:31,07/03/2024 13:41,"10,02",Obelisco,Oficina Sagulpa
07/03/2024 13:31,07/03/2024 13:38,"6,70",Canodromo,Plaza OShanahan
07/03/2024 13:32,07/03/2024 13:53,"21,53",Plaza de España,Plaza de la feria 
07/03/2024 13:32,07/03/2024 13:37,"4,43",Aparcamiento Sanapu,Castillo de la Luz
07/03/2024 13:33,07/03/2024 13:41,"8,48",C.C. El Muelle,Plaza Manuel Becerra
07/03/2024 13:35,07/03/2024 13:38,"3,15",Parque del Estadio Insular,Mercado Central
07/03/2024 13:35,07/03/2024 14:55,"79,37",Paseo de Chil - Av. Escaleritas,Las Canteras - Luis Morote
07/03/2024 13:36,07/03/2024 13:46,"10,53",Torre Woermann,Plaza de España
07/03/2024 13:37,07/03/2024 13:42,"4,33",Ayuntamiento,Plaza OShanahan
07/03/2024 13:37,07/03/2024 13:50,"12,52",Oficina Sagulpa,Plazoleta de Farray
07/03/2024 13:37,07/03/2024 13:51,"13,28",Torre Las Palmas,Cabildo de Gran Canaria
07/03/2024 13:39,07/03/2024 13:50,"11,52",Plaza de España (elect.),Castillo de Mata (elect.)
07/03/2024 13:39,07/03/2024 13:49,"9,78",Plaza OShanahan,Teatro Perez Galdos
07/03/2024 13:42,07/03/2024 13:50,"8,53",Base Naval,IES Mesa y Lopez
07/03/2024 13:42,07/03/2024 14:07,"24,50",El Sebadal (elec.),Plaza de España (elect.)
07/03/2024 13:43,07/03/2024 13:56,"13,48",Parque Santa Catalina,Parque Santa Catalina
07/03/2024 13:48,07/03/2024 13:51,"3,77",San Telmo,Plaza de la feria 
07/03/2024 13:48,07/03/2024 13:53,"4,47",San Telmo,Leon y Castillo
07/03/2024 13:56,07/03/2024 14:10,"14,30",Base Naval,Plaza de la feria 
07/03/2024 13:57,07/03/2024 14:16,"18,97",Leon y Castillo,Las Canteras - Luis Morote
07/03/2024 13:57,07/03/2024 14:11,"13,80",Ayuntamiento,Mercado Central
07/03/2024 14:00,07/03/2024 14:12,"12,25",Cabildo de Gran Canaria,Ayuntamiento
07/03/2024 14:01,07/03/2024 14:07,"6,10",ULPGC - Ingenieria,ULPGC - Polivalente I
07/03/2024 14:01,07/03/2024 14:15,"14,10",Castillo de Mata (elect.),Plaza de España (elect.)
07/03/2024 14:01,07/03/2024 14:06,"4,18",Leon y Castillo,Plaza de la feria 
07/03/2024 14:02,07/03/2024 14:07,"4,90",IES Mesa y Lopez,Plaza de España
07/03/2024 14:04,07/03/2024 14:07,"3,18",Piscina Julio Navarro,Parque del Estadio Insular
07/03/2024 14:04,07/03/2024 14:12,"7,52",Plaza del Pilar,C.C. El Muelle
07/03/2024 14:07,07/03/2024 14:24,"16,93",Plaza de la feria ,IES Mesa y Lopez
07/03/2024 14:07,07/03/2024 14:18,"10,72",Plaza de España,Oficina de la Sitycleta
07/03/2024 14:08,07/03/2024 14:14,"6,40",IES Mesa y Lopez,Plazoleta de Farray
07/03/2024 14:08,07/03/2024 14:32,"24,43",Ciudad de la Justicia,Torre Las Palmas
07/03/2024 14:08,07/03/2024 14:17,"9,33",Obelisco,Piscina Julio Navarro
07/03/2024 14:09,07/03/2024 14:20,"10,63",Oficina Sitycleta (elect.),Plaza de España (elect.)
07/03/2024 14:10,07/03/2024 14:16,"6,98",Oficina Sitycleta (elect.),Plaza de España (elect.)
07/03/2024 14:10,07/03/2024 14:18,"8,55",Parque Santa Catalina,Plazoleta de Farray
07/03/2024 14:10,07/03/2024 14:21,"10,80",Plaza de España,Torre Woermann
07/03/2024 14:12,07/03/2024 14:16,"3,72",Plaza de la feria ,Plaza OShanahan
07/03/2024 14:12,07/03/2024 14:30,"17,38",Churruca,San Telmo
07/03/2024 14:12,07/03/2024 14:47,"34,33",Obelisco,Plaza de America
07/03/2024 14:12,07/03/2024 14:19,"6,75",Plaza de España,Torre Las Palmas
07/03/2024 14:13,07/03/2024 14:15,"1,70",Parque Santa Catalina,Parque Santa Catalina
07/03/2024 14:14,07/03/2024 14:22,"7,70",Plaza de la feria ,Muelle Deportivo
07/03/2024 14:15,07/03/2024 14:22,"7,15",Barranquillo Don Zoilo,Plaza de España
07/03/2024 14:16,07/03/2024 14:28,"12,78",Parque Santa Catalina,Intermodal El Rincon
07/03/2024 14:16,07/03/2024 14:26,"10,60",Ayuntamiento,Torre Woermann
07/03/2024 14:17,07/03/2024 14:27,"10,15",Parque Santa Catalina,Autoridad portuaria
07/03/2024 14:20,07/03/2024 14:39,"19,03",Obelisco,Plaza de España
07/03/2024 14:25,07/03/2024 14:44,"18,78",San Cristobal,Teatro Perez Galdos
07/03/2024 14:27,07/03/2024 14:34,"7,28",Parque del Estadio Insular,Base Naval
07/03/2024 14:27,07/03/2024 14:54,"27,27",San Cristobal,Torre Las Palmas
07/03/2024 14:28,07/03/2024 14:51,"23,35",Plaza San Agustin,Oficina de la Sitycleta
07/03/2024 14:28,07/03/2024 14:33,"5,85",Cabildo de Gran Canaria,Leon y Castillo
07/03/2024 14:29,07/03/2024 16:02,"93,52",C.C. El Muelle,Teatro Perez Galdos
07/03/2024 14:29,07/03/2024 14:37,"8,28",C.C. El Muelle,Castillo de la Luz
07/03/2024 14:33,07/03/2024 14:48,"15,03",Plaza de la feria ,Plazoleta de Farray
07/03/2024 14:34,07/03/2024 14:39,"4,82",San Telmo,Leon y Castillo
07/03/2024 14:36,07/03/2024 14:51,"14,93",Castillo de Mata (elect.),Plaza de España (elect.)
07/03/2024 14:37,07/03/2024 16:31,"114,58",C.C. El Muelle,Plaza Manuel Becerra
07/03/2024 14:38,07/03/2024 14:42,"3,52",Plazoleta de Farray,Churruca
07/03/2024 14:39,07/03/2024 16:02,"83,37",C.C. El Muelle,Teatro Perez Galdos
07/03/2024 14:39,07/03/2024 14:48,"9,15",Base Naval,Plaza OShanahan
07/03/2024 14:40,07/03/2024 14:47,"7,37",Intermodal El Rincon,Plazoleta de Farray
07/03/2024 14:43,07/03/2024 14:49,"6,25",Paseo de Chil - Av. Escaleritas,Plazoleta de Farray
07/03/2024 14:43,07/03/2024 14:52,"8,93",Oficina de la Sitycleta,Obelisco
07/03/2024 14:45,07/03/2024 14:54,"8,52",Plaza OShanahan,San Telmo
07/03/2024 14:45,07/03/2024 14:59,"13,73",Base Naval,San Telmo
07/03/2024 14:47,07/03/2024 15:13,"25,98",Plaza de España (elect.),Gabinete Literario
07/03/2024 14:48,07/03/2024 14:52,"3,87",Churruca,Plazoleta de Farray
07/03/2024 14:50,07/03/2024 14:58,"8,00",Plaza OShanahan,Mercado Central
07/03/2024 14:50,07/03/2024 14:58,"7,78",Plaza OShanahan,San Telmo
07/03/2024 14:52,07/03/2024 14:59,"7,92",Oficina Sitycleta (elect.),Plaza de España (elect.)
07/03/2024 14:56,07/03/2024 15:02,"5,42",Plaza OShanahan,San Telmo
07/03/2024 14:57,07/03/2024 15:09,"11,38",Torre Woermann,Churruca
07/03/2024 14:59,07/03/2024 15:10,"11,60",Plaza de España (elect.),Castillo de Mata (elect.)
07/03/2024 15:01,07/03/2024 15:06,"5,75",C.C. El Muelle,Mercado Central
07/03/2024 15:01,07/03/2024 15:08,"7,68",Torre Las Palmas,C.C. El Muelle
07/03/2024 15:01,07/03/2024 15:04,"3,10",Base Naval,Plaza de España (elect.)
07/03/2024 15:01,07/03/2024 15:13,"12,32",Castillo de Mata (elect.),Plaza de España (elect.)
07/03/2024 15:01,07/03/2024 15:07,"6,12",Plaza de España,Parque Santa Catalina
07/03/2024 15:02,07/03/2024 15:18,"15,50",Castillo de la Luz,Churruca
07/03/2024 15:04,07/03/2024 15:07,"2,92",Cabildo de Gran Canaria,Obelisco
07/03/2024 15:05,07/03/2024 15:10,"5,13",C.C. El Muelle,Torre Las Palmas
07/03/2024 15:06,07/03/2024 15:23,"17,13",Canodromo,C.C. La Ballena (elect.)
07/03/2024 15:08,07/03/2024 15:11,"3,60",Plaza OShanahan,Plaza de la feria 
07/03/2024 15:08,07/03/2024 15:31,"22,60",Plaza del Pilar,Obelisco
07/03/2024 15:11,07/03/2024 15:15,"4,92",Torre Woermann,Parque Santa Catalina
07/03/2024 15:12,07/03/2024 15:20,"7,98",Castillo de la Luz,C.C. El Muelle
07/03/2024 15:13,07/03/2024 15:25,"11,78",Torre Woermann,Oficina Sitycleta (elect.)
07/03/2024 15:13,07/03/2024 15:21,"7,65",Ciudad de la Justicia,Teatro Perez Galdos
07/03/2024 15:14,07/03/2024 15:32,"18,30",Plaza OShanahan,Plaza del Pilar
07/03/2024 15:16,07/03/2024 15:28,"12,57",Plaza OShanahan,San Bernardo
07/03/2024 15:16,07/03/2024 15:22,"5,73",Torre Las Palmas,C.C. El Muelle
07/03/2024 15:17,07/03/2024 15:37,"19,43",San Telmo,C.C. La Minilla
07/03/2024 15:18,07/03/2024 15:22,"4,00",San Telmo,Plaza de la feria 
07/03/2024 15:18,07/03/2024 15:26,"8,03",Teatro Perez Galdos,Plaza de la feria 
07/03/2024 15:18,07/03/2024 15:28,"9,67",Plaza San Agustin,Cabildo de Gran Canaria
07/03/2024 15:19,07/03/2024 15:26,"6,82",Teatro Perez Galdos,Plaza de la feria 
07/03/2024 15:19,07/03/2024 15:26,"6,37",Parque del Estadio Insular,Plazoleta de Farray
07/03/2024 15:21,07/03/2024 15:41,"20,53",Plaza de la feria ,Plaza del Pilar
07/03/2024 15:22,07/03/2024 15:28,"6,20",Leon y Castillo,San Telmo
07/03/2024 15:22,07/03/2024 15:26,"3,28",Plaza de España,Base Naval
07/03/2024 15:23,07/03/2024 15:45,"22,52",Castillo de la Luz,Plaza OShanahan
07/03/2024 15:23,07/03/2024 15:34,"11,30",Parque Santa Catalina,Torre Las Palmas
07/03/2024 15:24,07/03/2024 15:35,"11,03",Teatro Perez Galdos,Plaza OShanahan
07/03/2024 15:25,07/03/2024 15:42,"16,95",Las Canteras - Luis Morote,Obelisco
07/03/2024 15:27,07/03/2024 15:32,"4,63",Plazoleta de Farray,Churruca
07/03/2024 15:28,07/03/2024 16:43,"74,95",Oficina Sitycleta (elect.),Torre Woermann
07/03/2024 15:29,07/03/2024 15:35,"6,07",Autoridad portuaria,Parque Santa Catalina
07/03/2024 15:30,07/03/2024 15:35,"5,83",Plaza de España,Las Canteras - Luis Morote
07/03/2024 15:30,07/03/2024 15:37,"7,02",C.C. El Muelle,Churruca
07/03/2024 15:32,07/03/2024 15:45,"13,48",Torre Woermann,Plaza de la feria 
07/03/2024 15:32,07/03/2024 15:49,"17,85",San Cristobal,Oficina Sagulpa
07/03/2024 15:32,07/03/2024 15:59,"27,30",Mercado Central,Hoya de la Plata
07/03/2024 15:32,07/03/2024 15:38,"5,42",Leon y Castillo,San Telmo
07/03/2024 15:33,07/03/2024 15:49,"16,13",C.C. El Muelle,Autoridad portuaria
07/03/2024 15:33,07/03/2024 15:42,"9,27",Parque Santa Catalina,Plaza del Pilar
07/03/2024 15:33,07/03/2024 15:41,"7,90",Plaza OShanahan,Teatro Perez Galdos
07/03/2024 15:33,07/03/2024 15:37,"3,82",Plazoleta de Farray,Churruca
07/03/2024 15:35,07/03/2024 15:44,"8,63",Plaza de España (elect.),Oficina Sitycleta (elect.)
07/03/2024 15:35,07/03/2024 15:42,"6,87",Plazoleta de Farray,Plaza del Pilar
07/03/2024 15:36,07/03/2024 15:43,"6,85",ULPGC - Polivalente I,ULPGC - Ingenieria
07/03/2024 15:36,07/03/2024 15:44,"7,92",Intermodal El Rincon,Plazoleta de Farray
07/03/2024 15:36,07/03/2024 15:50,"13,20",Plaza Manuel Becerra (elect.),Oficina Sitycleta (elect.)
07/03/2024 15:37,07/03/2024 15:47,"9,83",C.C. El Muelle,Plaza Manuel Becerra
07/03/2024 15:37,07/03/2024 15:49,"11,43",C.C. El Muelle,Plaza de España
07/03/2024 15:38,07/03/2024 15:45,"7,35",Base Naval,Aparcamiento Sanapu
07/03/2024 15:38,07/03/2024 15:57,"19,55",Gabinete Literario,Parque Santa Catalina
07/03/2024 15:41,07/03/2024 15:46,"5,22",Plaza de la feria ,Teatro Perez Galdos
07/03/2024 15:41,07/03/2024 15:45,"3,43",Ayuntamiento,Plaza OShanahan
07/03/2024 15:41,07/03/2024 15:49,"7,92",Base Naval,IES Mesa y Lopez
07/03/2024 15:41,07/03/2024 15:52,"10,73",Las Canteras - Luis Morote,Ayuntamiento
07/03/2024 15:42,07/03/2024 15:47,"5,33",San Telmo,Obelisco
07/03/2024 15:44,07/03/2024 15:50,"6,03",Torre Las Palmas,C.C. El Muelle
07/03/2024 15:44,07/03/2024 15:47,"3,43",Torre Las Palmas,Base Naval
07/03/2024 15:44,07/03/2024 16:09,"24,38",San Cristobal,Base Naval
07/03/2024 15:44,07/03/2024 15:55,"10,20",Base Naval,Leon y Castillo
07/03/2024 15:45,07/03/2024 15:56,"11,77",C.C. La Minilla,Cabildo de Gran Canaria
07/03/2024 15:48,07/03/2024 15:53,"5,37",Plaza del Pilar,Plazoleta de Farray
07/03/2024 15:49,07/03/2024 15:59,"9,92",Plaza de España (elect.),Oficina Sitycleta (elect.)
07/03/2024 15:50,07/03/2024 15:57,"7,12",Oficina de la Sitycleta,Obelisco
07/03/2024 15:50,07/03/2024 16:05,"14,32",Oficina de la Sitycleta,Mercado Central
07/03/2024 15:51,07/03/2024 15:56,"4,80",Plaza de la feria ,Cabildo de Gran Canaria
07/03/2024 15:52,07/03/2024 16:11,"19,65",San Telmo,Base Naval
07/03/2024 15:52,07/03/2024 16:07,"15,15",Barranquillo Don Zoilo,Las Canteras - Luis Morote
07/03/2024 15:52,07/03/2024 16:14,"21,88",Torre Woermann,San Telmo
07/03/2024 15:52,07/03/2024 16:11,"19,20",San Telmo,Base Naval
07/03/2024 15:53,07/03/2024 16:00,"7,20",Torre Las Palmas,Plazoleta de Farray
07/03/2024 15:53,07/03/2024 16:06,"12,78",Plaza de España (elect.),El Sebadal (elec.)
07/03/2024 15:54,07/03/2024 16:03,"8,43",Plazoleta de Farray,Plazoleta de Farray
07/03/2024 15:55,07/03/2024 16:04,"9,55",Plaza de España,Aparcamiento Sanapu
07/03/2024 15:55,07/03/2024 16:47,"51,68",IES Mesa y Lopez,IES Mesa y Lopez
07/03/2024 15:56,07/03/2024 16:08,"12,82",Plaza de la feria ,Base Naval
07/03/2024 15:56,07/03/2024 16:09,"13,43",San Telmo,Plaza OShanahan
07/03/2024 15:57,07/03/2024 17:53,"116,45",Plaza del Pilar,Plaza del Pilar
07/03/2024 15:57,07/03/2024 18:00,"123,50",Plaza del Pilar,Churruca
07/03/2024 16:00,07/03/2024 16:14,"13,55",Plazoleta de Farray,Intermodal El Rincon
07/03/2024 16:01,07/03/2024 16:05,"3,85",Churruca,Plaza del Pilar
07/03/2024 16:01,07/03/2024 16:06,"5,32",Leon y Castillo,San Telmo
07/03/2024 16:01,07/03/2024 16:17,"15,95",Plazoleta de Farray,Ayuntamiento
07/03/2024 16:01,07/03/2024 16:09,"7,33",Parque Santa Catalina,Churruca
07/03/2024 16:02,07/03/2024 16:33,"31,05",Hoya de la Plata,Mercado Central
07/03/2024 16:02,07/03/2024 16:07,"4,52",San Bernardo,Castillo de Mata (elect.)
07/03/2024 16:02,07/03/2024 16:20,"17,37",C.C. El Muelle,San Telmo
07/03/2024 16:02,07/03/2024 16:13,"10,50",Plazoleta de Farray,Barranquillo Don Zoilo
07/03/2024 16:02,07/03/2024 16:14,"11,77",Oficina de la Sitycleta,San Telmo
07/03/2024 16:03,07/03/2024 16:07,"3,78",El Sebadal (elec.),Plaza Manuel Becerra (elect.)
07/03/2024 16:03,07/03/2024 16:08,"4,83",Torre Las Palmas,Base Naval
07/03/2024 16:06,07/03/2024 16:12,"5,95",Obelisco,Teatro Perez Galdos
07/03/2024 16:07,07/03/2024 16:10,"3,20",Plaza Manuel Becerra,Castillo de la Luz
07/03/2024 16:08,07/03/2024 16:18,"10,85",Castillo de Mata (elect.),Plaza de España (elect.)
07/03/2024 16:09,07/03/2024 16:23,"14,37",Ayuntamiento,Plaza del Pilar
07/03/2024 16:10,07/03/2024 16:40,"29,33",San Bernardo,Torre Woermann
07/03/2024 16:10,07/03/2024 16:17,"6,95",C.C. La Minilla,Plaza de España
07/03/2024 16:11,07/03/2024 16:12,"0,93",Castillo de la Luz,Castillo de la Luz
07/03/2024 16:11,07/03/2024 16:17,"5,53",Paseo de Chil - Av. Escaleritas,Plaza de España
07/03/2024 16:12,07/03/2024 16:21,"9,78",Oficina de la Sitycleta,Parque Santa Catalina
07/03/2024 16:12,07/03/2024 17:04,"51,63",Base Naval,Teatro Perez Galdos
07/03/2024 16:12,07/03/2024 17:04,"51,40",Base Naval,Teatro Perez Galdos
07/03/2024 16:13,07/03/2024 16:30,"17,25",Castillo de la Luz,Las Canteras - Luis Morote
07/03/2024 16:13,07/03/2024 16:22,"8,87",Parque del Estadio Insular,Las Canteras - Luis Morote
07/03/2024 16:14,07/03/2024 16:20,"5,95",Churruca,Las Canteras - Luis Morote
07/03/2024 16:17,07/03/2024 16:23,"6,70",Plaza de la feria ,Cabildo de Gran Canaria
07/03/2024 16:17,07/03/2024 16:26,"8,05",Plaza de la feria ,Teatro Perez Galdos
07/03/2024 16:19,07/03/2024 16:24,"5,22",Plaza de España,Las Canteras - Luis Morote
07/03/2024 16:19,07/03/2024 16:23,"4,05",Parque Santa Catalina,Plaza de España (elect.)
07/03/2024 16:20,07/03/2024 16:22,"2,45",Plaza de la feria ,Leon y Castillo
07/03/2024 16:21,07/03/2024 16:24,"3,70",Plaza del Pilar,Churruca
07/03/2024 16:22,07/03/2024 16:39,"17,22",Churruca,Plaza Manuel Becerra
07/03/2024 16:23,07/03/2024 16:33,"10,10",San Telmo,Leon y Castillo
07/03/2024 16:23,07/03/2024 16:29,"5,40",Plaza de España,Plaza de America
07/03/2024 16:25,07/03/2024 16:53,"28,10",Las Canteras - Luis Morote,Teatro Perez Galdos
07/03/2024 16:25,07/03/2024 16:53,"27,97",Las Canteras - Luis Morote,Teatro Perez Galdos
07/03/2024 16:28,07/03/2024 16:44,"15,37",Leon y Castillo,Base Naval
07/03/2024 16:28,07/03/2024 16:41,"12,75",Parque Santa Catalina,Plaza de la feria 
07/03/2024 16:31,07/03/2024 17:19,"48,18",Churruca,Plaza de España
07/03/2024 16:32,07/03/2024 16:35,"3,42",Base Naval,Parque Santa Catalina
07/03/2024 16:32,07/03/2024 16:41,"9,60",Plaza de la feria ,Parque del Estadio Insular
07/03/2024 16:34,07/03/2024 16:39,"5,27",Las Canteras - Luis Morote,Churruca
07/03/2024 16:34,07/03/2024 17:00,"26,38",Plaza Manuel Becerra (elect.),Castillo de Mata (elect.)
07/03/2024 16:36,07/03/2024 16:43,"7,43",Obelisco,Oficina de la Sitycleta
07/03/2024 16:36,07/03/2024 16:41,"5,18",Las Canteras - Luis Morote,Plaza de España
07/03/2024 16:36,07/03/2024 16:40,"4,35",Plazoleta de Farray,C.C. El Muelle
07/03/2024 16:38,07/03/2024 16:44,"6,00",Plaza OShanahan,Ayuntamiento
07/03/2024 16:38,07/03/2024 16:51,"12,58",Leon y Castillo,Base Naval
07/03/2024 16:39,07/03/2024 17:01,"21,90",Plaza de España (elect.),Castillo de Mata (elect.)
07/03/2024 16:40,07/03/2024 16:53,"13,07",Piscina Julio Navarro,Plazoleta de Farray
07/03/2024 16:41,07/03/2024 16:48,"6,68",Parque Santa Catalina,Plazoleta de Farray
07/03/2024 16:42,07/03/2024 16:48,"5,45",Plaza del Pilar,Plazoleta de Farray
07/03/2024 16:43,07/03/2024 16:52,"8,62",Plaza de España,Torre Woermann
07/03/2024 16:44,07/03/2024 17:03,"19,33",Parque Santa Catalina,Plaza OShanahan
07/03/2024 16:44,07/03/2024 16:56,"11,58",Plaza de la feria ,Plaza San Agustin
07/03/2024 16:46,07/03/2024 16:51,"4,72",Parque Santa Catalina,Base Naval
07/03/2024 16:46,07/03/2024 16:55,"8,55",Torre Las Palmas,Plazoleta de Farray
07/03/2024 16:46,07/03/2024 16:54,"7,73",Leon y Castillo,Ayuntamiento
07/03/2024 16:47,07/03/2024 16:55,"7,80",Parque Santa Catalina,Las Canteras - Luis Morote
07/03/2024 16:48,07/03/2024 16:55,"7,13",Las Canteras - Luis Morote,Churruca
07/03/2024 16:49,07/03/2024 16:56,"6,40",IES Mesa y Lopez,IES Mesa y Lopez
07/03/2024 16:51,07/03/2024 16:55,"4,45",Plazoleta de Farray,C.C. El Muelle
07/03/2024 16:52,07/03/2024 17:05,"13,17",Torre Las Palmas,Churruca
07/03/2024 16:52,07/03/2024 17:00,"7,47",Plazoleta de Farray,Castillo de la Luz
07/03/2024 16:54,07/03/2024 17:04,"10,70",Plaza Manuel Becerra,Plaza de España
07/03/2024 16:54,07/03/2024 17:13,"18,38",Parque del Estadio Insular,San Telmo
07/03/2024 16:55,07/03/2024 17:24,"29,50",Castillo de la Luz,San Telmo
07/03/2024 16:55,07/03/2024 17:06,"10,57",Plaza de España (elect.),Castillo de Mata (elect.)
07/03/2024 16:56,07/03/2024 17:04,"7,92",Mercado Central,Churruca
07/03/2024 16:59,07/03/2024 17:16,"16,98",Leon y Castillo,Base Naval
07/03/2024 17:00,07/03/2024 17:03,"3,82",Oficina Sagulpa,Ayuntamiento
07/03/2024 17:01,07/03/2024 17:06,"4,78",Parque Santa Catalina,Plazoleta de Farray
07/03/2024 17:02,07/03/2024 17:08,"6,20",Plaza OShanahan,San Telmo
07/03/2024 17:02,07/03/2024 17:21,"18,92",Base Naval,San Telmo
07/03/2024 17:02,07/03/2024 17:21,"18,33",Base Naval,San Telmo
07/03/2024 17:04,07/03/2024 17:17,"12,93",Castillo de Mata (elect.),Plaza de España (elect.)
07/03/2024 17:07,07/03/2024 17:11,"3,95",Castillo de Mata (elect.),San Bernardo
07/03/2024 17:07,07/03/2024 17:15,"8,40",Mercado Central,Plaza del Pilar
07/03/2024 17:08,07/03/2024 17:15,"6,93",Obelisco,Muelle Deportivo
07/03/2024 17:10,07/03/2024 17:21,"11,07",Ayuntamiento,Las Canteras - Luis Morote
07/03/2024 17:10,07/03/2024 17:24,"13,63",Plaza de la feria ,Paseo de Chil - Av. Escaleritas
07/03/2024 17:12,07/03/2024 18:19,"66,88",Churruca,Churruca
07/03/2024 17:12,07/03/2024 17:24,"12,03",Castillo de la Luz,Churruca
07/03/2024 17:13,07/03/2024 17:20,"7,27",Plaza del Pilar,Parque Santa Catalina
07/03/2024 17:14,07/03/2024 17:26,"12,38",Piscina Julio Navarro,San Telmo
07/03/2024 17:14,07/03/2024 17:32,"18,20",Las Canteras - Luis Morote,Intermodal El Rincon
07/03/2024 17:15,07/03/2024 17:24,"9,15",Plaza de España,Parque Santa Catalina
07/03/2024 17:16,07/03/2024 17:18,"1,82",Las Canteras - Luis Morote,Parque Santa Catalina
07/03/2024 17:18,07/03/2024 17:32,"14,02",Parque del Estadio Insular,Intermodal El Rincon
